_id,id,pubDate,title,summary,infoSource,sourceUrl,provinceId,createTime,modifyTime,entryWay,adoptType,infoType,dataInfoState,dataInfoOperator,dataInfoTime,crawlTime,provinceName,body
5e7838d3cf364dfb25a41482,12983,2020-03-23 12:12:47,A private airline company has been allowed to repatriate US citizens stuck in Haiti,"The Haitian government has granted permission to private airline company Eastern Airlines to fly United States citizens out of Haiti, according to a statement from the US Embassy in Haiti on Sunday.Pa",CNN,https://cnn.com/world/live-news/coronavirus-outbreak-03-23-20-intl-hnk/index.html,,2020-03-23 12:15:41,2020-03-23 12:15:41,1.0,1.0,0.0,0.0,,2020-03-23 12:15:41,2020-03-23 12:19:24,,
5e78384dcf364dfb25a41481,12968,2020-03-23 11:10:08,澳大利亚无法集结参加今夏奥运会,"据今日俄罗斯网站23日报道，澳大利亚奥委会(AOC)表示，鉴于国内外（疫情）不断变化的情势，澳大利亚团队“无法集结”参与今夏奥运会，会为2021年准备。
",人民日报海外版,http://m.weibo.cn/3057540037/4485596506899811,1,2020-03-23 11:26:18,2020-03-23 11:26:18,1.0,1.0,2.0,0.0,,2020-03-23 11:26:18,2020-03-23 12:17:11,,
5e783462cf364dfb25a413fc,12975,2020-03-23 11:43:03,天津新增4例境外输入病例,3月22日18时至23日6时，天津无新增报告本地新冠肺炎确诊病例，新增报告4例境外输入确诊病例（中国籍3例、法国籍1例），累计报告境外输入确诊病例5例（中国籍4例、法国籍1例）。,人民日报,http://m.weibo.cn/2803301701/4485604790057843,12,2020-03-23 11:56:21,2020-03-23 11:56:21,1.0,1.0,2.0,0.0,,2020-03-23 11:56:21,2020-03-23 12:00:10,天津市,
5e7833cbcf364dfb25a413fb,12973,2020-03-23 11:48:18,New Zealand becomes latest country to close non-essential services,"New Zealand will issue its highest alert level and close all non-essential businesses across the country amid the coronavirus pandemic, Prime Minister Jacinda Ardern said in a news briefing on Monday.",CNN,,,2020-03-23 11:50:45,2020-03-23 11:50:45,1.0,1.0,2.0,0.0,,2020-03-23 11:50:45,2020-03-23 11:57:57,,
5e783389cf364dfb25a413f7,12973,2020-03-23 11:48:18,New Zealand becomes latest country to close non-essential services,"New Zealand will issue its highest alert level and close all non-essential businesses across the country amid the coronavirus pandemic, Prime Minister Jacinda Ardern said in a news briefing on Monday.",CNN,https://cnn.com/world/live-news/coronavirus-outbreak-03-23-20-intl-hnk/index.html,,2020-03-23 11:50:45,2020-03-23 11:50:45,1.0,1.0,0.0,0.0,,2020-03-23 11:50:45,2020-03-23 11:56:51,,
5e7831facf364dfb25a413f6,12972,2020-03-23 11:39:47,MPs to debate emergency coronavirus powers,Emergency legislation that would grant powers aimed at tackling the spread of the coronavirus pandemic will be debated by MPs later.,BBC,,,2020-03-23 11:40:32,2020-03-23 11:40:32,1.0,1.0,2.0,0.0,,2020-03-23 11:40:32,2020-03-23 11:50:10,,
5e7831b6cf364dfb25a413f5,12972,2020-03-23 11:39:47,MPs to debate emergency coronavirus powers,"Under the plans, airports could be shut and police could force people with symptoms into isolation.",BBC,https://www.bbc.com/news/uk-51999864?intlink_from_url=&link_location=live-reporting-story,,2020-03-23 11:40:32,2020-03-23 11:40:32,1.0,1.0,0.0,0.0,,2020-03-23 11:40:32,2020-03-23 11:49:04,,
5e78306acf364dfb25a413f4,12971,2020-03-23 11:38:11,The coronavirus pandemic is clobbering global stock markets,Asian markets and United States stock futures fell during Asian trading hours as a massive stimulus package to help Americans handle the coronavirus pandemic hit a major stumbling block. ,CNN,,,2020-03-23 11:40:32,2020-03-23 11:40:32,1.0,1.0,2.0,0.0,,2020-03-23 11:40:32,2020-03-23 11:43:30,,
5e782d4bcf364dfb25a413f3,12967,2020-03-23 11:22:58,This year's Olympics are in doubt. Only war has ever forced them to be scrapped,The coronavirus pandemic is throwing doubt over whether this year's Summer Olympics in Tokyo will still go ahead.,CNN,,,2020-03-23 11:25:30,2020-03-23 11:25:30,1.0,1.0,2.0,0.0,,2020-03-23 11:25:30,2020-03-23 11:30:10,,
5e7826cdcf364dfb25a413ee,12962,2020-03-23 10:58:24,Singapore Airlines cuts 96% of its capacity amid the coronavirus outbreak,"Singapore Airlines will cut 96% of its capacity until the end of April amid the novel coronavirus outbreak, the airline said in a statement on Monday.",CNN,,,2020-03-23 11:00:36,2020-03-23 11:00:36,1.0,1.0,2.0,0.0,,2020-03-23 11:00:36,2020-03-23 11:02:32,,
5e782473cf364dfb25a413ea,12959,2020-03-23 10:46:09,Australia is planning for the possibility that Olympic Games could be postponed,Australia's Olympic Committee is telling its athletes to prepare for for the possibility that the Games could be postponed until 2021.,CNN,,,2020-03-23 10:50:24,2020-03-23 10:50:24,1.0,1.0,2.0,0.0,,2020-03-23 10:50:24,2020-03-23 10:52:29,,
5e782431cf364dfb25a413e9,12959,2020-03-23 10:46:09,Australia is planning for the possibility that Olympic Games could be postponed,Australia's Olympic Committee is telling its athletes to prepare for for the possibility that the Games could be postponed until 2021. The statement follows the International Olympic Committee’s annou,CNN,https://cnn.com/world/live-news/coronavirus-outbreak-03-23-20-intl-hnk/index.html,,2020-03-23 10:50:24,2020-03-23 10:50:24,1.0,1.0,0.0,0.0,,2020-03-23 10:50:24,2020-03-23 10:51:23,,
5e78225ccf364dfb25a413da,12955,2020-03-23 10:35:55,The New York Mayor discussed the need for more supplies with Trump and Pence,"New York City's Mayor Bill de Blasio spoke with President Donald Trump and Vice President Mike Pence Sunday night and discussed the “urgent supply need in our public hospitals,” according to a tweet from de Blasio’s press secretary, Freddi Goldstein.",CNN,,,2020-03-23 10:40:31,2020-03-23 10:40:31,1.0,1.0,2.0,0.0,,2020-03-23 10:40:31,2020-03-23 10:43:34,,
5e78221acf364dfb25a413d9,12955,2020-03-23 10:35:55,The New York Mayor discussed the need for more supplies with Trump and Pence,"New York City's Mayor Bill de Blasio spoke with President Donald Trump and Vice President Mike Pence Sunday night and discussed the “urgent supply need in our public hospitals,” according to a tweet f",CNN,https://cnn.com/world/live-news/coronavirus-outbreak-03-23-20-intl-hnk/index.html,,2020-03-23 10:40:31,2020-03-23 10:40:31,1.0,1.0,0.0,0.0,,2020-03-23 10:40:31,2020-03-23 10:42:29,,
5e7821d8cf364dfb25a413d8,12953,2020-03-23 10:27:27,上海应急响应级别调整为二级,"上海市自3月3日起已无新增本地确诊病例，上海市政府决定，自24日零时起，将上海市重大突发公共卫生事件应急响应级别由一级响应调整为二级响应。上海市将继续高度重视疫情防控工作，特别是以严防境外疫情输入为重点，做好口岸防控和社区防控。
",央视新闻,http://m.weibo.cn/2656274875/4485585765178598,31,2020-03-23 10:40:17,2020-03-23 10:40:17,1.0,1.0,2.0,0.0,,2020-03-23 10:40:17,2020-03-23 10:41:23,上海市,
5e781b55cf364dfb25a412cd,12950,2020-03-23 10:00:03,美国新增6670例新冠肺炎，美国确诊人数突破3万,据美国约翰·霍普金斯大学发布的新冠肺炎数据实时统计系统显示，截至美国东部时间3月22日下午6点，美国共报告新冠肺炎确诊病例32717例，死亡409，治愈178例。22日不到18小时时间里，美国新增确诊6670例。目前，美国确诊病例数位居全球第三，仅次于中国和意大利。纽约州的确诊病例数占全美总数近一半，22日达到了15777例，一日内新增3463例。其中纽约市就占到了9654例，新增1539例。其他确诊病例上千的州包括华盛顿州1996例，新泽西州1914例，加利福尼亚州1701例，伊利诺伊州1049例，密歇根州1035例。,人民日报海外版,http://m.weibo.cn/3057540037/4485578869002565,1,2020-03-23 10:10:23,2020-03-23 10:10:23,1.0,1.0,2.0,0.0,,2020-03-23 10:10:23,2020-03-23 10:13:35,,
5e781b55cf364dfb25a412ce,12949,2020-03-23 09:54:43,红宝石公主号新增48例确诊,"经澳大利亚新南威尔士州卫生厅确认，上周停靠悉尼港的国际邮轮“红宝石公主号”有48人被确诊感染新冠肺炎病毒，州政府正在呼吁下船的2200多名游客紧急居家隔离。今日早间，#澳总理称今年是澳大利亚最难一年#，要求全体国民共渡难关。
",央视新闻,http://m.weibo.cn/2656274875/4485577526929986,1,2020-03-23 10:10:23,2020-03-23 10:10:23,1.0,1.0,2.0,0.0,,2020-03-23 10:10:23,2020-03-23 10:13:35,,
5e781a8ecf364dfb25a412cc,12948,2020-03-23 10:03:27,"For the first time, Japan's Prime Minister says postponing the Olympics is a possibility","Speaking to lawmakers on Monday, Japanese Prime Minister Shinzo Abe said postponing the 2020 Summer Olympics is a possibility.",CNN,,,2020-03-23 10:06:28,2020-03-23 10:06:28,1.0,1.0,2.0,0.0,,2020-03-23 10:06:28,2020-03-23 10:10:16,,
5e781a4ccf364dfb25a412cb,12948,2020-03-23 10:03:27,"For the first time, Japan's Prime Minister says postponing the Olympics is a possibility","Speaking to lawmakers on Monday, Japanese Prime Minister Shinzo Abe said postponing the 2020 Summer Olympics is a possibility.This is the first time Abe has changed his staunch public position that th",CNN,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-22-20/index.html,,2020-03-23 10:06:28,2020-03-23 10:06:28,1.0,1.0,0.0,0.0,,2020-03-23 10:06:28,2020-03-23 10:09:09,,
5e7817f0cf364dfb25a4124a,12941,2020-03-23 09:53:19,Canada will not send athletes to Tokyo Olympics,"Canada won't be sending teams to the Olympics this year.
The Canadian Olympic Committee (COC) and Canadian Paralympic Committee (CPC) are also calling for the games to be postponed by one year.",CNN,,,2020-03-23 09:55:44,2020-03-23 09:55:44,1.0,1.0,2.0,0.0,,2020-03-23 09:55:44,2020-03-23 09:59:06,,
5e7817aecf364dfb25a41249,12941,2020-03-23 09:53:19,Canada will not send athletes to Tokyo Olympics,"Canada won't be sending teams to the Olympics this year. The Canadian Olympic Committee (COC) and Canadian Paralympic Committee (CPC) are also calling for the games to be postponed by one year. ""While",CNN,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-22-20/index.html,,2020-03-23 09:55:44,2020-03-23 09:55:44,1.0,1.0,0.0,0.0,,2020-03-23 09:55:44,2020-03-23 09:58:00,,
5e78159ecf364dfb25a41246,12939,2020-03-23 09:41:41,New York warns of major medical shortages in 10 days,"The coronavirus outbreak in New York will get worse, with damage accelerated by shortages of key medical supplies, the city's mayor has said.",BBC,,,2020-03-23 09:45:41,2020-03-23 09:45:41,1.0,1.0,2.0,0.0,,2020-03-23 09:45:41,2020-03-23 09:49:11,,
5e78155bcf364dfb25a41245,12939,2020-03-23 09:41:41,"Major medical goods shortage in 10 days, NYC warns",New York's mayor issues a stark warning as the state struggles to slow the spread of coronavirus.,BBC,https://www.bbc.com/news/world-us-canada-51998429?intlink_from_url=&link_location=live-reporting-story,,2020-03-23 09:45:41,2020-03-23 09:45:41,1.0,1.0,0.0,0.0,,2020-03-23 09:45:41,2020-03-23 09:48:04,,
5e781348cf364dfb25a41244,12935,2020-03-23 09:31:00,DC to use National Guard to help prevent cherry blossom crowds in nation's capital,"Mayor Muriel Bowser announced Sunday that she is ordering the Washington, DC, National Guard to work with police to restrict pedestrian access to areas where crowds have been flocking to view the cherry blossoms, which are in peak bloom, according to a news release from the mayor’s office.",CNN,,,2020-03-23 09:35:56,2020-03-23 09:35:56,1.0,1.0,2.0,0.0,,2020-03-23 09:35:56,2020-03-23 09:39:14,,
5e781306cf364dfb25a41243,12935,2020-03-23 09:31:00,DC to use National Guard to help prevent cherry blossom crowds in nation's capital,"Mayor Muriel Bowser announced Sunday that she is ordering the Washington, DC, National Guard to work with police to restrict pedestrian access to areas where crowds have been flocking to view the cher",CNN,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-22-20/index.html,,2020-03-23 09:35:56,2020-03-23 09:35:56,1.0,1.0,0.0,0.0,,2020-03-23 09:35:56,2020-03-23 09:38:08,,
5e7811b8cf364dfb25a41242,12931,2020-03-23 09:17:39,上海3月22日无新增本地新冠肺炎确诊病例 治愈出院1例  新增境外输入10例, 3月22日0—24时，通过口岸联防联控机制，报告10例境外输入性新冠肺炎确诊病例。截至3月22日24时，累计报告境外输入性确诊病例66例，现有18例境外输入性疑似病例正在排查中。,上海卫健委,http://wsjkw.sh.gov.cn/xwfb/20200323/8f0e00f088374e65adf305db08e83064.html,31,2020-03-23 09:17:39,2020-03-23 09:17:39,1.0,1.0,2.0,0.0,,2020-03-23 09:17:39,2020-03-23 09:32:35,上海市,
5e781177cf364dfb25a41241,12931,2020-03-23 09:17:39,上海3月22日无新增本地新冠肺炎确诊病例 治愈出院1例  新增境外输入10例,"
                           
                                 3月22日0—24时，通过口岸联防联控机制，报告10例境外输入性新冠肺炎确诊病例。截至3月22日24时，累计报告境外输入性确诊病例66例，现有18例境外输入性疑似病例正在排查中。病例1为中国安徽籍，在布基纳法索出差，3月17日自布基纳法索瓦加杜古出发，经埃塞俄比亚亚的斯亚贝巴转机后于3月18日抵达上海浦东国际机场，入关后即隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例2为西班牙籍，3月19日自阿联酋迪拜出发，经北京首都国际机场转机后于当天抵达上海虹桥机场，入关后即被隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例3为英国籍，3月19日自英国伦敦出发，经泰国曼谷转机后于3月20日抵达上海浦东国际机场，入关后即被隔离观察，综合流行病学史、临床表现、实验室检测和影像学检查结果等，诊断为确诊病例。病例4为美国籍，3月19日自美国纽约出发，经日本东京转机后于3月21日抵达上海浦东国际机场，入关后即被隔离观察，综合流行病学史、临床表现、实验室检测和影像学检查结果等，诊断为确诊病例。病例5为中国河南籍，在英国留学，3月15日自英国伦敦出发，经马来西亚吉隆坡转机后于3月16日抵达上海浦东国际机场，入关后即隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例6为中国上海籍，在英国留学，3月16日自英国伦敦出发，经广州转机后于3月17日抵达上海虹桥机场，入关后即隔离观察，综合流行病学史、临床表现、实验室检测和影像学检查结果等，诊断为确诊病例。病例7、病例8为母女，法国籍，3月20日自法国巴黎出发，于3月21日抵达上海浦东国际机场，入关后即被隔离观察，综合流行病学史、临床表现、实验室检测和影像学检查结果等，诊断为确诊病例。病例9为中国上海籍，在美国探亲，3月16日自美国纽约出发，经台北转机后于3月17日抵达上海浦东国际机场，入关后即被隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。病例10为中国上海籍，在美国留学，3月18日自美国芝加哥出发，经台北转机后于3月19日抵达上海浦东国际机场，入关后即被隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。10例境外输入性确诊病例均已转至定点医疗机构救治，已追踪同航班的密切接触者47人，均已落实集中隔离观察。3月22日0—24时，无新增本地新冠肺炎确诊病例。截至3月22日24时，累计报告本地确诊病例338例，现有1例本地疑似病例正在排查中。3月22日0—24时，新增治愈出院1例。截至3月24日12时，累计治愈出院328例，死亡4例。现有72例在院治疗（含境外输入性65例），其中病情平稳62例，重症3例，危重型7例。区域在院治疗确诊病例境外输入人员（按输入地分）英国19美国11意大利10西班牙9法国7瑞士4伊朗3葡萄牙1布基纳法索1外地来沪人员（按居住地分）湖北武汉4本市常住人口（按居住地分）徐汇1宝山1嘉定1合计72
                        ",上海卫健委,http://wsjkw.sh.gov.cn/xwfb/20200323/8f0e00f088374e65adf305db08e83064.html,,2020-03-23 09:17:39,2020-03-23 09:17:39,1.0,1.0,0.0,0.0,,2020-03-23 09:17:39,2020-03-23 09:31:28,,
5e7810f0cf364dfb25a4123f,12916,2020-03-23 08:48:17,2020年3月23日天津市新型冠状病毒肺炎疫情情况,2020年3月22日0－24时，天津市报告境外输入性新型冠状病毒肺炎确诊病例0例。截至3月22日24时，天津市累计报告境外输入性新型冠状病毒肺炎确诊病例1例。境外输入性确诊病例中：英国输入病例1例。,天津卫健委,http://wsjk.tj.gov.cn/art/2020/3/23/art_87_72618.html,12,2020-03-23 08:48:17,2020-03-23 08:48:17,1.0,1.0,2.0,0.0,,2020-03-23 08:48:17,2020-03-23 09:29:14,天津市,
5e7810f0cf364dfb25a41240,12914,2020-03-23 08:26:00,2020年3月22日0时至24时辽宁新型冠状病毒肺炎疫情情况,2020年3月22日0时至24时，辽宁省新增1例境外（西班牙）输入新型冠状病毒肺炎确诊病例（22日23时确诊），为铁岭市病例，属普通型病例。新增2例出院病例，均为沈阳市确诊病例，其中1例为境外（英国）输入病例。全省累计报告确诊病例127例，出院124例，死亡2例，暂在铁岭市定点医院隔离治疗1例。目前，除境外输入病例外，全省所有确诊病例实现清零。,辽宁卫健委,http://wsjk.ln.gov.cn/wst_zdzt/xxgzbd/yqtb/202003/t20200323_3778472.html,21,2020-03-23 08:48:07,2020-03-23 08:48:07,1.0,1.0,2.0,0.0,,2020-03-23 08:48:07,2020-03-23 09:29:14,辽宁省,
5e7810aecf364dfb25a4123d,12911,2020-03-23 08:48:05, 北京昨日无新增报告本地新冠肺炎确诊病例，新增境外输入病例10例 ," 3月 22日12时至24时，新增报告境外输入新冠肺炎确诊病例 8例，其中西班牙2例、英国2例、法国2例、美国1例、巴基斯坦1例。昨日共新增境外输入确诊病例10例，疑似病例15例。截至3月22日24时，累计报告境外输入确诊病例107例，治愈出院病例8例。        3月 22日12时至24时，无新增报告本地确诊病例。截至3月22日24时，累计报告本地确诊病例415例，治愈出院病例392例，治愈出院率94.5%。            截至3月22日24时，累计报告确诊病例522例，治愈出院病例400例，死亡病例8例。现有疑似病例55例。累计确定密切接触者4164人，其中381人尚在隔离医学观察中。        全市已连续16天无本地报告新增确诊病例。具体为平谷区自有疫情以来无报告病例，延庆区59天，门头沟区49天，怀柔区45天，顺义区43天，密云区40天，石景山区38天，大兴区38天，房山区35天，昌平区34天，西城区32天，通州区32天，海淀区21天，丰台区19天，朝阳区18天，东城区16天。
                            
                ",北京卫健委,http://wjw.beijing.gov.cn/xwzx_20031/xwfb/202003/t20200323_1726902.html,11,2020-03-23 08:48:06,2020-03-23 08:48:06,1.0,1.0,2.0,0.0,,2020-03-23 08:48:06,2020-03-23 09:28:07,北京市,
5e7810aecf364dfb25a4123e,12914,2020-03-23 08:26:00,2020年3月22日0时至24时辽宁新型冠状病毒肺炎疫情情况,"
         
2020年3月22日0时至24时，辽宁省新增1例境外（西班牙）输入新型冠状病毒肺炎确诊病例（22日23时确诊），为铁岭市病例，属普通型病例。新增2例出院病例，均为沈阳市确诊病例，其中1例为境外（英国）输入病例。全省累计报告确诊病例127例，出院124例，死亡2例，暂在铁岭市定点医院隔离治疗1例。目前，除境外输入病例外，全省所有确诊病例实现清零。
全省127例确诊病例中，沈阳市29例、大连市19例、鞍山市4例、本溪市3例、丹东市11例、锦州市12例、营口市1例、阜新市8例、辽阳市3例、铁岭市8例（含住院治疗境外输入病例1例）、朝阳市6例、盘锦市11例、葫芦岛市12例。
目前共追踪到确诊病例密切接触者3074人（含境外输入病例密切接触者），已解除医学观察3052人，尚有22人正在接受医学观察。

                   
    
                
                  
                    
                     
                  
                
      
        ",辽宁卫健委,http://wsjk.ln.gov.cn/wst_zdzt/xxgzbd/yqtb/202003/t20200323_3778472.html,,2020-03-23 08:48:07,2020-03-23 08:48:07,1.0,1.0,0.0,0.0,,2020-03-23 08:48:07,2020-03-23 09:28:07,,
5e78106bcf364dfb25a4123c,12911,2020-03-23 08:48:05, 北京昨日无新增报告本地新冠肺炎确诊病例，新增境外输入病例10例 ,"
			            3月 22日12时至24时，新增报告境外输入新冠肺炎确诊病例 8例，其中西班牙2例、英国2例、法国2例、美国1例、巴基斯坦1例。昨日共新增境外输入确诊病例10例，疑似病例15例。截至3月22日24时，累计报告境外输入确诊病例107例，治愈出院病例8例。        3月 22日12时至24时，无新增报告本地确诊病例。截至3月22日24时，累计报告本地确诊病例415例，治愈出院病例392例，治愈出院率94.5%。            截至3月22日24时，累计报告确诊病例522例，治愈出院病例400例，死亡病例8例。现有疑似病例55例。累计确定密切接触者4164人，其中381人尚在隔离医学观察中。        全市已连续16天无本地报告新增确诊病例。具体为平谷区自有疫情以来无报告病例，延庆区59天，门头沟区49天，怀柔区45天，顺义区43天，密云区40天，石景山区38天，大兴区38天，房山区35天，昌平区34天，西城区32天，通州区32天，海淀区21天，丰台区19天，朝阳区18天，东城区16天。
                            
                ",北京卫健委,http://wjw.beijing.gov.cn/xwzx_20031/xwfb/202003/t20200323_1726902.html,,2020-03-23 08:48:06,2020-03-23 08:48:06,1.0,1.0,0.0,0.0,,2020-03-23 08:48:06,2020-03-23 09:27:01,,
5e780f61cf364dfb25a41237,12932,2020-03-23 09:15:51,Italy is requesting US military support for coronavirus battle,"The government of Italy has made a direct appeal to Defense Secretary Mark Esper for US military aid in combating coronavirus, according to a US defense official.",CNN,,,2020-03-23 09:20:35,2020-03-23 09:20:35,1.0,1.0,2.0,0.0,,2020-03-23 09:20:35,2020-03-23 09:22:35,,
5e780f1fcf364dfb25a41233,12913,2020-03-23 08:48:06,陕西无新增境外输入新冠肺炎 239例治愈出院,2020年3月22日8时至23日8时，陕西无新增境外输入新冠肺炎确诊病例；陕西本地无新增确诊病例，本地新增疑似病例0例，治愈出院0例。截止2020年3月23日8时，陕西累计报告新冠肺炎确诊病例248例（239例治愈出院，3例死亡），其中境外输入3例。全省现有疑似病例0例。全省新增密切接触者57人（境外输入病例密切接触者4人，外省协查53人），当前隔离460人。,陕西卫健委,http://sxwjw.shaanxi.gov.cn/art/2020/3/23/art_9_69112.html,61,2020-03-23 08:48:06,2020-03-23 08:48:06,1.0,1.0,2.0,0.0,,2020-03-23 08:48:06,2020-03-23 09:21:29,陕西省,
5e780f1fcf364dfb25a41234,12912,2020-03-23 08:33:00,                    福建省新型冠状病毒肺炎疫情情况                ,"

                    　　一、境外输入疫情
　　3月22日0—24时，福建省报告新增境外输入新型冠状病毒肺炎确诊病例6例，其中：
　　美国1例、法国1例（福州市报告）；
　　英国1例（厦门市报告）；
　　菲律宾3例（泉州市报告）。
 
　　当日报告新增境外输入新型冠状病毒肺炎疑似病例2例，其中：
　　英国1例、菲律宾1例（泉州市报告）。
 
　　截至3月22日24时，福建省累计报告境外输入新型冠状病毒肺炎确诊病例17例（已治愈出院病例0例、目前住院病例17例，无死亡病例），现有报告境外输入新型冠状病毒肺炎疑似病例8例。
 
　　二、本地疫情
　　3月22日0—24时，福建省报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例。
　　截至3月22日24时，福建省累计报告本地新型冠状病毒肺炎确诊病例296例（已治愈出院病例295例、目前住院病例0例、死亡病例1例），其中：福州市72例、厦门市35例、漳州市20例、泉州市47例、三明市14例、莆田市56例、南平市20例、龙岩市6例、宁德市26例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例。
 
　　三、密切接触者
　　目前密切接触者已解除医学观察10972人，尚有997人正在接受医学观察。
                ",福建卫健委,http://wjw.fujian.gov.cn/ztzl/gzbufk/yqtb/202003/t20200323_5220686.htm,,2020-03-23 08:48:06,2020-03-23 08:48:06,1.0,1.0,0.0,0.0,,2020-03-23 08:48:06,2020-03-23 09:21:29,,
